FID,Join_Count,TARGET_FID,JOIN_FID,GISJOIN,FIPSSTCO,TRACT2000,BLOCK2000,STFID,GISJOIN2,PLACEA,blockgen,PLACEA_1
138,1,3003,427,G01000300107011076,01003,010701,1076,010030107011076,01000300107011076,0.000000000000000, ,71976.000000000000000
139,1,3004,427,G01000300107011077,01003,010701,1077,010030107011077,01000300107011077,0.000000000000000, ,71976.000000000000000
140,1,3005,427,G01000300107011078,01003,010701,1078,010030107011078,01000300107011078,0.000000000000000, ,71976.000000000000000
141,1,3010,427,G01000300107011083,01003,010701,1083,010030107011083,01000300107011083,0.000000000000000, ,71976.000000000000000
142,1,3015,427,G01000300107011088,01003,010701,1088,010030107011088,01000300107011088,0.000000000000000, ,71976.000000000000000
143,1,3016,109,G01000300107011089,01003,010701,1089,010030107011089,01000300107011089,0.000000000000000, ,19648.000000000000000
144,1,3017,109,G01000300107011090,01003,010701,1090,010030107011090,01000300107011090,0.000000000000000, ,19648.000000000000000
145,1,3018,109,G01000300107011091,01003,010701,1091,010030107011091,01000300107011091,0.000000000000000, ,19648.000000000000000
146,1,3018,427,G01000300107011091,01003,010701,1091,010030107011091,01000300107011091,0.000000000000000, ,71976.000000000000000
147,1,3026,109,G01000300107011099,01003,010701,1099,010030107011099,01000300107011099,0.000000000000000, ,19648.000000000000000
148,1,3026,427,G01000300107011099,01003,010701,1099,010030107011099,01000300107011099,0.000000000000000, ,71976.000000000000000
149,1,3038,109,G01000300107011111,01003,010701,1111,010030107011111,01000300107011111,0.000000000000000, ,19648.000000000000000
150,1,3042,109,G01000300107011115,01003,010701,1115,010030107011115,01000300107011115,0.000000000000000, ,19648.000000000000000
151,1,3047,109,G01000300107011120,01003,010701,1120,010030107011120,01000300107011120,0.000000000000000, ,19648.000000000000000
152,1,3048,109,G01000300107011121,01003,010701,1121,010030107011121,01000300107011121,0.000000000000000, ,19648.000000000000000
153,1,3052,109,G01000300107011125,01003,010701,1125,010030107011125,01000300107011125,0.000000000000000, ,19648.000000000000000
154,1,3062,109,G01000300107011135,01003,010701,1135,010030107011135,01000300107011135,0.000000000000000, ,19648.000000000000000
155,1,3062,427,G01000300107011135,01003,010701,1135,010030107011135,01000300107011135,0.000000000000000, ,71976.000000000000000
156,1,3069,427,G01000300107011142,01003,010701,1142,010030107011142,01000300107011142,0.000000000000000, ,71976.000000000000000
157,1,3084,427,G01000300107011157,01003,010701,1157,010030107011157,01000300107011157,0.000000000000000, ,71976.000000000000000
158,1,3090,427,G01000300107011984,01003,010701,1984,010030107011984,01000300107011984,0.000000000000000, ,71976.000000000000000
159,1,3093,109,G01000300107011988,01003,010701,1988,010030107011988,01000300107011988,0.000000000000000, ,19648.000000000000000
160,1,3094,427,G01000300107011989,01003,010701,1989,010030107011989,01000300107011989,0.000000000000000, ,71976.000000000000000
161,1,3097,427,G01000300107011994,01003,010701,1994,010030107011994,01000300107011994,0.000000000000000, ,71976.000000000000000
162,1,3101,301,G01000300107011998,01003,010701,1998,010030107011998,01000300107011998,0.000000000000000, ,50000.000000000000000
163,1,3118,109,G01000300107031015,01003,010703,1015,010030107031015,01000300107031015,0.000000000000000, ,19648.000000000000000
164,1,3136,109,G01000300107032009,01003,010703,2009,010030107032009,01000300107032009,0.000000000000000, ,19648.000000000000000
165,1,3137,109,G01000300107032010,01003,010703,2010,010030107032010,01000300107032010,0.000000000000000, ,19648.000000000000000
166,1,3138,109,G01000300107032011,01003,010703,2011,010030107032011,01000300107032011,0.000000000000000, ,19648.000000000000000
167,1,3149,109,G01000300107032022,01003,010703,2022,010030107032022,01000300107032022,0.000000000000000, ,19648.000000000000000
168,1,3153,109,G01000300107032026,01003,010703,2026,010030107032026,01000300107032026,0.000000000000000, ,19648.000000000000000
169,1,3154,109,G01000300107032027,01003,010703,2027,010030107032027,01000300107032027,0.000000000000000, ,19648.000000000000000
170,1,3164,109,G01000300107032037,01003,010703,2037,010030107032037,01000300107032037,0.000000000000000, ,19648.000000000000000
171,1,3165,109,G01000300107032038,01003,010703,2038,010030107032038,01000300107032038,0.000000000000000, ,19648.000000000000000
172,1,3166,109,G01000300107032039,01003,010703,2039,010030107032039,01000300107032039,0.000000000000000, ,19648.000000000000000
173,1,3168,109,G01000300107032041,01003,010703,2041,010030107032041,01000300107032041,0.000000000000000, ,19648.000000000000000
174,1,3173,109,G01000300107032046,01003,010703,2046,010030107032046,01000300107032046,0.000000000000000, ,19648.000000000000000
175,1,3175,109,G01000300107032048,01003,010703,2048,010030107032048,01000300107032048,0.000000000000000, ,19648.000000000000000
176,1,3176,109,G01000300107032049,01003,010703,2049,010030107032049,01000300107032049,0.000000000000000, ,19648.000000000000000
177,1,3177,109,G01000300107032050,01003,010703,2050,010030107032050,01000300107032050,0.000000000000000, ,19648.000000000000000
178,1,3183,109,G01000300107032056,01003,010703,2056,010030107032056,01000300107032056,0.000000000000000, ,19648.000000000000000
179,1,3196,109,G01000300107032069,01003,010703,2069,010030107032069,01000300107032069,0.000000000000000, ,19648.000000000000000
180,1,3197,109,G01000300107032070,01003,010703,2070,010030107032070,01000300107032070,0.000000000000000, ,19648.000000000000000
181,1,3208,109,G01000300107032081,01003,010703,2081,010030107032081,01000300107032081,0.000000000000000, ,19648.000000000000000
182,1,3209,109,G01000300107032082,01003,010703,2082,010030107032082,01000300107032082,0.000000000000000, ,19648.000000000000000
183,1,3210,109,G01000300107032083,01003,010703,2083,010030107032083,01000300107032083,0.000000000000000, ,19648.000000000000000
184,1,3214,109,G01000300107032087,01003,010703,2087,010030107032087,01000300107032087,0.000000000000000, ,19648.000000000000000
185,1,3215,109,G01000300107032088,01003,010703,2088,010030107032088,01000300107032088,0.000000000000000, ,19648.000000000000000
186,1,3223,109,G01000300107032096,01003,010703,2096,010030107032096,01000300107032096,0.000000000000000, ,19648.000000000000000
187,1,3229,109,G01000300107032102,01003,010703,2102,010030107032102,01000300107032102,0.000000000000000, ,19648.000000000000000
188,1,3236,109,G01000300107032109,01003,010703,2109,010030107032109,01000300107032109,0.000000000000000, ,19648.000000000000000
189,1,3265,109,G01000300107032138,01003,010703,2138,010030107032138,01000300107032138,0.000000000000000, ,19648.000000000000000
190,1,3265,144,G01000300107032138,01003,010703,2138,010030107032138,01000300107032138,0.000000000000000, ,25240.000000000000000
191,1,3275,144,G01000300107032148,01003,010703,2148,010030107032148,01000300107032148,0.000000000000000, ,25240.000000000000000
192,1,3277,144,G01000300107032150,01003,010703,2150,010030107032150,01000300107032150,0.000000000000000, ,25240.000000000000000
193,1,3278,144,G01000300107032151,01003,010703,2151,010030107032151,01000300107032151,0.000000000000000, ,25240.000000000000000
194,1,3280,144,G01000300107032153,01003,010703,2153,010030107032153,01000300107032153,0.000000000000000, ,25240.000000000000000
195,1,3294,109,G01000300107041008,01003,010704,1008,010030107041008,01000300107041008,0.000000000000000, ,19648.000000000000000
196,1,3322,109,G01000300107041036,01003,010704,1036,010030107041036,01000300107041036,0.000000000000000, ,19648.000000000000000
197,1,3327,109,G01000300107041041,01003,010704,1041,010030107041041,01000300107041041,0.000000000000000, ,19648.000000000000000
198,1,3331,109,G01000300107041045,01003,010704,1045,010030107041045,01000300107041045,0.000000000000000, ,19648.000000000000000
199,1,3335,109,G01000300107041049,01003,010704,1049,010030107041049,01000300107041049,0.000000000000000, ,19648.000000000000000
200,1,3338,109,G01000300107041052,01003,010704,1052,010030107041052,01000300107041052,0.000000000000000, ,19648.000000000000000
201,1,3339,109,G01000300107041053,01003,010704,1053,010030107041053,01000300107041053,0.000000000000000, ,19648.000000000000000
202,1,3340,109,G01000300107041054,01003,010704,1054,010030107041054,01000300107041054,0.000000000000000, ,19648.000000000000000
203,1,3348,109,G01000300107041996,01003,010704,1996,010030107041996,01000300107041996,0.000000000000000, ,19648.000000000000000
204,1,3366,109,G01000300107052000,01003,010705,2000,010030107052000,01000300107052000,0.000000000000000, ,19648.000000000000000
205,1,3401,109,G01000300107052035,01003,010705,2035,010030107052035,01000300107052035,0.000000000000000, ,19648.000000000000000
206,1,3410,109,G01000300107052044,01003,010705,2044,010030107052044,01000300107052044,0.000000000000000, ,19648.000000000000000
207,1,3418,109,G01000300107052052,01003,010705,2052,010030107052052,01000300107052052,0.000000000000000, ,19648.000000000000000
208,1,3421,109,G01000300107052055,01003,010705,2055,010030107052055,01000300107052055,0.000000000000000, ,19648.000000000000000
209,1,3425,109,G01000300107052059,01003,010705,2059,010030107052059,01000300107052059,0.000000000000000, ,19648.000000000000000
210,1,3426,109,G01000300107052060,01003,010705,2060,010030107052060,01000300107052060,0.000000000000000, ,19648.000000000000000
211,1,3430,427,G01000300107052064,01003,010705,2064,010030107052064,01000300107052064,0.000000000000000, ,71976.000000000000000
212,1,3434,427,G01000300107052068,01003,010705,2068,010030107052068,01000300107052068,0.000000000000000, ,71976.000000000000000
213,1,3435,427,G01000300107052069,01003,010705,2069,010030107052069,01000300107052069,0.000000000000000, ,71976.000000000000000
214,1,3473,109,G01000300108001034,01003,010800,1034,010030108001034,01000300108001034,0.000000000000000, ,19648.000000000000000
215,1,3474,109,G01000300108001035,01003,010800,1035,010030108001035,01000300108001035,0.000000000000000, ,19648.000000000000000
216,1,3488,109,G01000300108001049,01003,010800,1049,010030108001049,01000300108001049,0.000000000000000, ,19648.000000000000000
217,1,3490,109,G01000300108001051,01003,010800,1051,010030108001051,01000300108001051,0.000000000000000, ,19648.000000000000000
218,1,3491,109,G01000300108001052,01003,010800,1052,010030108001052,01000300108001052,0.000000000000000, ,19648.000000000000000
219,1,3491,144,G01000300108001052,01003,010800,1052,010030108001052,01000300108001052,0.000000000000000, ,25240.000000000000000
220,1,3493,109,G01000300108001054,01003,010800,1054,010030108001054,01000300108001054,0.000000000000000, ,19648.000000000000000
221,1,3494,109,G01000300108001055,01003,010800,1055,010030108001055,01000300108001055,0.000000000000000, ,19648.000000000000000
222,1,3496,144,G01000300108001057,01003,010800,1057,010030108001057,01000300108001057,0.000000000000000, ,25240.000000000000000
223,1,3497,109,G01000300108001058,01003,010800,1058,010030108001058,01000300108001058,0.000000000000000, ,19648.000000000000000
224,1,3497,144,G01000300108001058,01003,010800,1058,010030108001058,01000300108001058,0.000000000000000, ,25240.000000000000000
225,1,3501,144,G01000300108001062,01003,010800,1062,010030108001062,01000300108001062,0.000000000000000, ,25240.000000000000000
226,1,3502,144,G01000300108001063,01003,010800,1063,010030108001063,01000300108001063,0.000000000000000, ,25240.000000000000000
227,1,3503,144,G01000300108001064,01003,010800,1064,010030108001064,01000300108001064,0.000000000000000, ,25240.000000000000000
228,1,3504,109,G01000300108001065,01003,010800,1065,010030108001065,01000300108001065,0.000000000000000, ,19648.000000000000000
